Id,LotArea,OverallQual,1stFlrSF,GrLivArea,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
648,10452,6,1094,1094,5,2,495,155000
649,7700,6,1051,1839,7,2,442,155000
650,1936,4,630,630,3,0,0,84500
651,8125,7,822,1665,7,2,562,205950
652,9084,4,755,1510,7,1,296,108000
653,8750,7,909,1716,7,2,512,191000
654,10320,6,756,1469,7,1,216,135000
655,10437,8,2113,2113,7,3,839,350000
656,1680,6,525,1092,6,1,264,88000
657,10007,5,1053,1053,5,1,312,145500
658,7200,7,851,1502,6,1,270,149000
659,17503,6,912,1458,6,1,330,97500
660,9937,5,1486,1486,7,2,480,167000
661,12384,7,1142,1935,7,2,550,197900
662,46589,8,1686,2448,8,3,711,402000
663,13560,6,1392,1392,5,2,576,110000
664,10012,4,1181,1181,6,2,588,137500
665,20896,8,2097,2097,8,3,1134,423000
666,11194,8,1454,1936,7,2,504,230500
667,18450,6,1465,2380,7,2,596,129000
668,8125,6,1679,1679,7,2,575,193500
669,14175,5,1437,1437,6,2,576,168000
670,11600,4,1180,1180,5,1,252,137500
671,8633,6,738,1476,7,2,540,173500
672,6629,6,697,1369,6,1,300,103600
673,11250,6,1208,1208,6,2,546,165000
674,14442,6,1839,1839,7,2,416,257500
675,9200,6,1136,1136,5,1,384,140000
676,2289,6,855,1441,7,2,440,148500
677,9600,4,1095,1774,8,3,779,87000
678,9022,5,792,792,5,1,240,109500
679,11844,8,2046,2046,7,3,834,372500
680,9945,5,988,988,5,2,572,128500
681,8012,6,923,923,5,1,264,143000
682,4500,5,848,1520,6,1,281,159434
683,2887,6,1291,1291,6,2,431,173000
684,11248,9,1668,1668,7,3,702,285000
685,16770,7,1195,1839,7,2,486,221000
686,5062,7,1190,2090,6,2,577,207500
687,10207,7,874,1761,7,2,578,227875
688,5105,7,551,1102,4,2,480,148800
689,8089,8,1419,1419,7,2,567,392000
690,7577,6,1362,1362,6,2,460,194700
691,4426,6,848,848,3,2,420,141000
692,21535,10,2444,4316,10,3,832,755000
693,26178,7,1238,2519,9,2,628,335000
694,5400,5,1073,1073,4,1,326,108480
695,6120,5,1067,1539,5,2,576,141500
696,13811,6,1137,1137,5,2,551,176000
697,6000,5,616,616,4,1,205,89000
698,6420,5,1148,1148,6,1,308,123500
699,8450,5,894,894,5,1,336,138500
700,4282,7,1391,1391,5,2,530,196000
701,14331,8,1800,1800,7,3,765,312500
702,9600,7,1164,1164,6,2,528,140000
703,12438,8,1264,2576,10,3,666,361919
704,7630,5,1032,1812,8,2,672,140000
705,8400,7,1484,1484,7,2,606,213000
706,5600,4,372,1092,7,0,0,55000
707,115149,7,1824,1824,5,2,739,302000
708,6240,8,1324,1324,6,2,550,254000
709,9018,7,728,1456,8,2,400,179540
710,7162,5,904,904,6,1,408,109900
711,4130,3,729,729,5,0,0,52000
712,8712,4,859,1178,7,1,384,102776
713,4671,8,1228,1228,5,2,472,189000
714,9873,4,960,960,6,2,576,129000
715,13517,6,725,1479,6,2,475,130500
716,10140,6,1350,1350,7,2,478,165000
717,10800,7,1576,2554,8,2,704,159500
718,10000,5,1178,1178,5,2,439,157000
719,10542,7,1325,2418,9,3,983,341000
720,9920,5,971,971,5,1,300,128500
721,6563,8,1742,1742,5,2,564,275000
722,4426,6,848,848,3,2,420,143000
723,8120,4,864,864,5,2,463,124500
724,8172,4,997,1470,7,1,548,135000
725,13286,9,1698,1698,8,3,768,320000
726,6960,4,864,864,5,2,660,120500
727,21695,6,1680,1680,5,2,540,222000
728,7314,7,1232,1232,6,2,632,194500
729,11475,5,1776,1776,9,3,888,110000
730,6240,4,848,1208,5,2,539,103000
731,5389,8,1616,1616,5,2,608,236500
732,9590,7,1146,1146,6,2,438,187500
733,11404,7,1153,2031,8,2,541,222500
734,10000,5,1144,1144,6,1,264,131400
735,8978,5,948,948,6,1,300,108000
736,10800,7,880,1768,6,2,320,163000
737,8544,3,1040,1040,6,2,400,93500
738,10463,8,901,1801,8,3,800,239900
739,10800,5,1200,1200,5,0,0,179000
740,9313,7,864,1728,7,2,572,190000
741,9600,5,768,1432,7,2,360,132000
742,6768,6,912,912,5,1,288,142000
743,8450,7,1349,1349,6,2,539,179000
744,12886,5,1464,1464,6,2,480,175000
745,5395,8,1337,1337,5,2,462,180000
746,8963,8,1175,2715,11,2,831,299800
747,8795,7,980,2256,8,2,554,236000
748,11700,7,1320,2640,8,4,864,265979
749,10593,7,1720,1720,7,2,527,260400
750,8405,4,1088,1529,9,1,240,98000
751,8800,4,792,1140,7,0,0,96500
752,7750,7,660,1320,6,2,400,162000
753,9236,6,1494,1494,6,2,576,217000
754,10240,8,1038,2098,8,3,878,275500
755,7930,6,1026,1026,5,2,440,156000
756,3230,6,742,1471,6,2,440,172500
757,10769,8,866,1768,7,2,578,212000
758,11616,6,672,1386,6,2,440,158900
759,2280,7,757,1501,6,2,440,179400
760,12257,8,1328,2531,9,3,752,290000
761,9100,6,864,864,5,1,300,127500
762,6911,5,1301,1301,5,2,440,100000
763,8640,7,764,1547,7,2,614,215200
764,9430,8,1268,2365,8,3,856,337000
765,9549,8,1494,1494,6,2,481,270000
766,14587,9,1506,1506,6,2,592,264132
767,10421,7,980,1714,7,2,496,196500
768,12508,6,983,1750,7,1,423,160000
769,9100,7,1836,1836,8,2,484,216837
770,53504,8,1690,3279,12,3,841,538000
771,7252,5,858,858,5,2,576,134900
772,8877,4,1220,1220,6,2,396,102000
773,7819,6,1117,1117,6,2,672,107000
774,10150,5,912,912,5,1,275,114500
775,14226,8,1973,1973,9,3,895,395000
776,4500,6,1204,1204,5,2,412,162000
777,11210,7,1614,1614,7,3,865,221500
778,13350,5,894,894,5,2,440,142500
779,8400,5,2020,2020,10,2,630,144000
780,10530,6,1004,1004,4,2,504,135000
781,7875,7,1253,1253,6,2,402,176000
782,7153,6,810,1603,7,2,484,175900
783,16285,7,1430,1430,6,2,605,187100
784,9101,5,1110,1110,4,2,602,165500
785,6300,6,742,1484,9,0,0,128000
786,9790,6,1342,1342,7,2,457,161500
787,10800,5,966,1652,7,1,416,139000
788,10142,7,956,2084,8,2,618,233000
789,6000,4,901,901,4,1,281,107900
790,12205,6,976,2087,9,2,444,187500
791,3182,7,1145,1145,5,2,397,160200
792,11333,6,1062,1062,5,2,539,146800
793,9920,7,1127,2013,8,2,455,269790
794,9158,8,1496,1496,7,2,474,225000
795,10832,7,1086,1895,7,2,409,194500
796,8400,6,888,1564,7,2,476,171000
797,8197,6,1285,1285,7,2,528,143500
798,7677,5,773,773,4,1,240,110000
799,13518,9,1966,3140,11,3,820,485000
800,7200,5,981,1768,7,1,240,175000
801,12798,6,616,1688,8,2,603,200000
802,4800,4,1196,1196,5,2,440,109900
803,8199,7,728,1456,7,2,410,189000
804,13891,9,1734,2822,12,3,1020,582933
805,9000,5,1128,1128,5,1,286,118000
806,12274,7,1428,1428,6,2,554,227680
807,9750,5,980,980,6,1,384,135500
808,21384,5,1072,1576,6,2,528,223500
809,13400,5,1086,1086,6,2,484,159950
810,8100,5,1075,2138,11,2,360,106000
811,10140,6,1309,1309,5,2,484,181000
812,4438,6,848,848,4,2,420,144500
813,8712,5,1044,1044,4,2,504,55993
814,9750,6,1442,1442,7,1,301,157900
815,8248,5,686,1250,7,1,280,116000
816,12137,7,1661,1661,6,2,598,224900
817,11425,5,1008,1008,4,1,275,137000
818,13265,8,1689,1689,7,3,857,271000
819,8816,6,1052,1052,6,2,440,155000
820,6371,7,1358,1358,6,2,484,224000
821,7226,7,798,1640,6,2,595,183000
822,6000,4,936,936,4,2,576,93000
823,12394,7,847,1733,7,2,433,225000
824,9900,6,944,1489,7,1,240,139500
825,11216,8,1489,1489,7,2,776,232600
826,14803,10,2084,2084,7,3,1220,385000
827,6130,5,784,784,5,0,0,109500
828,8529,7,1434,1434,6,2,527,189000
829,28698,5,1160,2126,7,2,538,185000
830,2544,7,520,1223,4,2,480,147400
831,11900,6,1392,1392,6,2,458,166000
832,3180,7,520,1200,4,2,480,151000
833,9548,7,941,1829,7,2,613,237000
834,10004,6,1516,1516,6,2,472,167000
835,7875,5,1144,1144,6,2,456,139950
836,9600,4,1067,1067,4,2,436,128000
837,8100,5,1559,1559,5,2,812,153500
838,1680,6,483,987,5,1,264,100000
839,9525,5,1099,1099,6,1,352,144000
840,11767,5,768,1200,6,1,240,130500
841,12155,6,810,1482,7,1,400,140000
842,10440,5,958,1539,8,2,686,157500
843,9020,6,1165,1165,6,2,490,174900
844,8000,5,1800,1800,10,0,0,141000
845,12665,5,876,1416,7,3,720,153900
846,16647,5,1701,1701,6,2,611,171000
847,9317,7,1006,1775,7,2,425,213000
848,15523,5,864,864,5,1,338,133500
849,45600,6,1307,2358,10,2,360,240000
850,9600,6,1094,1855,7,2,512,187000
851,4435,6,848,848,3,2,420,131500
852,3196,8,1456,1456,7,2,400,215000
853,7128,7,918,1646,7,1,240,164000
854,12095,6,1445,1445,7,2,645,158000
855,17920,5,1779,1779,6,2,454,170000
856,6897,5,1040,1040,6,1,260,127000
857,10970,6,1026,1026,5,2,576,147000
858,8125,6,702,1481,6,2,343,174000
859,10400,7,1370,1370,6,2,479,152000
860,11029,6,1512,2654,9,2,619,250000
861,7642,7,912,1426,7,1,216,189950
862,11625,5,1039,1039,6,2,504,131500
863,9672,6,1097,1097,6,2,480,152000
864,7931,5,1148,1148,6,1,672,132500
865,8640,7,1372,1372,6,2,529,250580
866,8750,5,1002,1002,5,2,902,148500
867,10656,8,1646,1646,6,3,870,248900
868,6970,4,1120,1120,5,2,544,129000
869,14762,5,1547,2320,7,2,672,169000
870,9938,7,1062,1949,8,2,574,236000
871,6600,5,894,894,5,1,308,109500
872,8750,6,804,1682,7,2,523,200500
873,8892,5,910,910,5,2,414,116000
874,12144,5,1036,1268,6,1,288,133000
875,5720,5,676,1131,5,1,200,66500
876,9000,8,1184,2610,11,2,550,303477
877,25286,4,1040,1040,5,2,648,132250
878,8834,9,1462,2224,10,3,738,350000
879,11782,5,1155,1155,6,2,576,148000
880,7000,5,864,864,6,1,336,136500
881,7024,5,1090,1090,5,2,450,157000
882,13758,7,1187,1717,7,2,400,187500
883,9636,6,808,1593,7,2,389,178000
884,6204,4,954,2230,10,1,440,118500
885,7150,5,892,892,5,1,288,100000
886,5119,9,1709,1709,5,2,506,328900
887,8393,5,1712,1712,8,2,588,145000
888,16466,5,872,1393,8,1,300,135500
889,15865,8,2217,2217,8,2,621,268000
890,12160,6,1505,1505,6,2,505,149500
891,8064,5,672,924,6,2,576,122900
892,11184,6,918,1683,7,2,440,172500
893,8414,6,1068,1068,6,1,264,154500
894,13284,5,1383,1383,6,1,354,165000
895,7018,5,1535,1535,8,2,400,118858
896,7056,6,983,1796,8,2,483,140000
897,8765,4,951,951,6,1,327,106500
898,7018,5,1120,2240,12,2,528,142953
899,12919,9,2364,2364,11,3,820,611657
900,6993,5,1236,1236,6,1,288,135000
901,7340,4,858,858,4,1,684,110000
902,8712,5,1306,1306,5,1,756,153000
903,7875,7,807,1509,8,2,393,180000
904,14859,7,1670,1670,7,3,690,240000
905,6173,5,902,902,6,1,288,125500
906,9920,5,1063,1063,6,1,280,128000
907,13501,8,1636,1636,8,3,865,255000
908,11500,7,1020,2057,6,1,180,250000
909,8885,5,902,902,5,2,484,131000
910,12589,6,742,1484,8,2,390,174000
911,11600,5,1105,2274,12,2,480,154300
912,9286,5,1268,1268,5,1,252,143500
913,6120,5,1015,1015,6,1,450,88000
914,6270,5,1001,2002,8,3,871,145000
915,3000,6,612,1224,4,2,528,173733
916,2001,4,546,1092,6,1,286,75000
917,9000,2,480,480,4,1,308,35311
918,17140,4,1229,1229,6,1,284,135000
919,13125,7,912,2127,8,3,833,238000
920,11029,6,1414,1414,6,2,601,176500
921,8462,6,936,1721,7,2,471,201000
922,8777,5,1272,2200,9,0,0,145900
923,10237,6,1316,1316,6,2,397,169990
924,8012,6,1617,1617,5,2,533,193000
925,10240,6,1686,1686,7,2,612,207500
926,15611,5,1126,1126,6,2,540,175000
927,11999,8,1234,2374,10,3,656,285000
928,9900,7,1098,1978,9,2,486,176000
929,11838,8,1788,1788,7,2,522,236500
930,13006,7,993,2236,8,2,642,222000
931,8925,8,1466,1466,7,3,610,201000
932,9100,5,925,925,5,1,429,117500
933,11670,9,1905,1905,8,3,788,320000
934,8487,7,1500,1500,6,2,570,190000
935,27650,7,2069,2069,9,2,505,242000
936,5825,4,747,747,5,2,528,79900
937,10083,7,1200,1200,5,2,555,184900
938,9675,7,1113,1971,8,2,689,253000
939,8760,7,1391,1962,7,3,868,239799
940,24090,7,1207,2403,10,1,349,244400
941,12640,6,1728,1728,8,2,574,150900
942,8755,7,1022,2060,8,2,390,214000
943,7711,4,1440,1440,8,0,0,150000
944,25000,5,1632,1632,8,2,576,143000
945,14375,6,1344,1344,7,2,525,137500
946,8820,5,1188,1869,7,2,456,124900
947,8163,5,1144,1144,6,1,796,143000
948,14536,8,1629,1629,9,3,808,270000
949,14006,7,936,1776,7,2,474,192500
950,9360,6,1381,1381,5,2,676,197500
951,7200,5,864,864,5,2,720,129000
952,7800,5,965,965,6,1,300,119900
953,7200,5,768,768,5,1,396,133900
954,11075,5,1168,1968,7,2,530,172000
955,9400,6,980,980,4,0,0,127500
956,7136,6,979,1958,8,2,492,145000
957,1300,6,561,1229,5,2,462,124000
958,7420,5,1057,1057,6,2,576,132000
959,8450,7,1337,1337,6,2,531,185000
960,2572,7,696,1416,6,2,484,155000
961,7207,5,858,858,4,0,0,116500
962,12227,6,1542,2872,11,2,619,272000
963,2308,6,804,1548,7,2,440,155000
964,11923,9,1800,1800,7,2,702,239000
965,11316,7,824,1894,8,2,510,214900
966,10237,6,783,1484,8,2,393,178900
967,9600,5,976,1308,7,1,256,160000
968,7390,5,1098,1098,6,1,260,135000
969,5925,3,600,968,6,0,0,37900
970,10382,6,1095,1095,6,1,264,140000
971,10800,4,720,1192,6,0,0,135000
972,2268,7,764,1626,6,2,474,173000
973,7892,6,918,918,5,1,264,99500
974,11639,7,1428,1428,6,2,480,182000
975,11414,7,1136,2019,8,2,532,167500
976,2651,7,673,1382,6,2,490,165000
977,5900,4,869,869,4,0,0,85500
978,4274,7,1241,1241,4,2,569,199900
979,9450,4,894,894,5,2,400,110000
980,8816,5,1121,1121,5,2,480,139000
981,12122,7,999,999,6,2,588,178400
982,12203,8,1276,2612,8,3,676,336000
983,3182,7,1266,1266,6,2,388,159895
984,11250,8,1149,2290,9,2,779,255900
985,10125,5,1302,1734,8,2,539,126000
986,10880,5,1164,1164,5,1,240,125000
987,5310,6,1001,1635,5,1,255,117000
988,10159,9,1940,1940,8,3,606,395192
989,12046,6,1118,2030,8,2,551,195000
990,8125,7,778,1576,6,2,614,197000
991,9452,8,1407,2392,7,3,870,348000
992,17671,8,916,1742,8,2,424,168000
993,9760,6,1020,1851,7,2,440,187000
994,8846,6,750,1500,6,2,564,173900
995,12456,10,1718,1718,7,3,786,337500
996,4712,4,774,1230,5,1,305,121600
997,10659,5,1050,1050,6,1,368,136500
998,11717,6,1442,1442,6,2,615,185000
999,9786,3,1077,1077,6,1,210,91000
1000,6762,7,1208,1208,6,2,632,206000
1001,10206,3,944,944,4,2,528,82000
1002,5400,5,691,691,4,1,216,86000
1003,11957,8,1574,1574,7,3,824,232000
1004,11500,5,1680,1680,8,2,528,136905
1005,3182,7,1504,1504,7,2,457,181000
1006,8385,5,985,985,6,1,328,149900
1007,12155,6,1657,1657,7,2,484,163500
1008,2217,4,546,1092,6,1,286,88000
1009,12118,7,1710,1710,7,2,550,240000
1010,6000,5,1008,1522,7,0,0,102000
1011,21286,5,720,1271,7,1,312,135000
1012,9825,5,1664,1664,8,0,0,100000
1013,10592,6,900,1502,7,1,180,165000
1014,7200,5,1022,1022,4,1,280,85000
1015,11664,6,1082,1082,5,1,240,119200
1016,8400,8,810,1665,6,2,528,227000
1017,11883,7,1504,1504,6,2,478,203000
1018,5814,8,1360,1360,4,2,565,187500
1019,10784,7,802,1472,7,2,402,160000
1020,3013,7,1506,1506,6,2,440,213490
1021,7024,4,1132,1132,5,2,451,176000
1022,7406,7,1220,1220,6,2,632,194000
1023,9439,5,912,1248,6,1,160,87000
1024,3182,7,1504,1504,7,2,437,191000
1025,15498,8,2898,2898,10,2,665,287000
1026,7700,5,882,882,5,2,461,112500
1027,9300,5,1264,1264,6,2,461,167500
1028,9520,8,1646,1646,7,3,800,293077
1029,9492,5,968,1376,6,1,240,105000
1030,1680,6,672,1218,7,1,264,118000
1031,7082,5,948,1928,10,0,0,160000
1032,15863,7,1687,3082,12,2,672,197000
1033,14541,8,1352,2520,10,3,796,310000
1034,8125,7,1654,1654,6,3,900,230000
1035,6305,5,954,954,5,1,240,119750
1036,11500,4,845,845,5,1,290,84000
1037,12898,9,1620,1620,6,3,912,315500
1038,9240,8,1055,2263,7,2,905,287000
1039,1533,4,798,1344,6,0,0,97000
1040,1477,4,630,630,3,1,286,80000
1041,13125,5,1803,1803,8,2,484,155000
1042,9130,6,800,1632,7,2,484,173000
1043,5381,6,1306,1306,5,2,624,196000
1044,11839,7,1532,2329,10,2,514,262280
1045,9600,8,2524,2524,9,2,542,278000
1046,13680,3,1733,1733,8,2,452,139600
1047,16056,9,1992,2868,11,3,716,556581
1048,9245,5,990,990,5,2,672,145000
1049,21750,5,1771,1771,9,2,336,115000
1050,11100,4,930,930,6,1,308,84900
1051,8993,7,1302,1302,6,2,436,176485
1052,11175,7,1316,1316,6,2,440,200141
1053,9500,6,1127,1977,9,2,540,165000
1054,8562,5,1526,1526,7,1,364,144500
1055,11367,8,1091,1989,7,2,586,255000
1056,11361,6,1523,1523,7,2,478,180000
1057,7052,7,1364,1364,6,2,484,185850
1058,29959,7,979,1850,7,2,467,248000
1059,11308,9,1130,2184,10,3,836,335000
1060,11275,6,1096,1991,7,2,432,220000
1061,4920,8,1338,1338,6,2,582,213500
1062,18000,3,894,894,6,3,1248,81000
1063,13600,5,1422,2337,10,2,560,90000
1064,6000,6,1103,1103,5,2,440,110500
1065,11000,5,1154,1154,6,2,480,154000
1066,14000,7,1306,2260,7,2,533,328000
1067,7837,6,799,1571,7,2,380,178000
1068,9760,6,798,1611,7,2,442,167900
1069,3964,6,1291,2521,10,2,576,151400
1070,9600,5,893,893,4,2,576,135000
1071,10152,5,1048,1048,6,1,286,135000
1072,11700,6,829,1556,8,2,441,154000
1073,7585,5,1002,1456,7,1,280,91500
1074,7950,6,698,1426,6,2,440,159500
1075,8556,7,1240,1240,5,3,826,194000
1076,13125,7,960,1740,6,1,240,219500
1077,10800,5,1096,1466,7,2,566,170000
1078,15870,5,1096,1096,6,1,299,138800
1079,4435,6,848,848,3,2,420,155900
1080,8775,5,990,990,5,1,299,126000
1081,11040,6,1258,1258,5,2,528,145000
1082,7500,5,1040,1040,5,1,308,133000
1083,8749,7,1459,1459,6,2,527,192000
1084,8800,6,1251,1251,6,1,461,160000
1085,13031,6,691,1498,6,2,409,187500
1086,9069,6,996,996,5,2,564,147000
1087,1974,4,546,1092,6,1,286,83500
1088,10574,8,1082,1953,9,3,1043,252000
1089,2522,7,970,1709,7,2,380,137500
1090,3316,8,1247,1247,4,2,550,197000
1091,8544,3,1040,1040,6,2,400,92900
1092,2160,7,624,1252,4,2,462,160000
1093,8400,6,1390,1694,7,2,576,136500
1094,9230,5,1200,1200,6,2,884,146000
1095,5868,5,936,936,4,1,308,129000
1096,9317,6,1314,1314,6,2,440,176432
1097,6882,6,773,1355,7,0,0,127000
1098,3696,8,1088,1088,5,2,461,170000
1099,6000,4,757,1324,6,1,240,128000
1100,11880,7,1601,1601,7,2,478,157000
1101,8400,2,438,438,3,1,246,60000
1102,9758,5,950,950,5,1,280,119500
1103,7000,5,1134,1134,6,1,254,135000
1104,8910,6,1194,1194,6,2,539,159500
1105,2016,5,630,1302,6,2,440,106000
1106,12256,8,1500,2622,9,2,712,325000
1107,10357,7,1442,1442,6,2,719,179900
1108,23257,7,887,2021,9,2,422,274725
1109,8063,6,948,1690,7,2,463,181000
1110,11362,8,1836,1836,7,3,862,280000
1111,8000,6,773,1658,8,2,431,188000
1112,10480,7,1098,1964,8,2,483,205000
1113,7100,5,816,816,5,1,308,129900
1114,8923,5,1008,1008,6,1,240,134500
1115,5400,5,833,833,4,1,326,117000
1116,12085,8,1734,1734,7,3,928,318000
1117,7750,8,779,1419,7,2,527,184100
1118,9764,5,894,894,5,2,450,130000
1119,13825,5,1021,1601,6,1,300,140000
1120,7560,5,1040,1040,6,1,286,133700
1121,8263,6,1012,1012,6,1,308,118400
1122,10084,7,1552,1552,7,3,782,212900
1123,8926,4,960,960,5,1,288,112000
1124,9405,5,698,698,4,0,0,118000
1125,9125,7,812,1482,7,2,392,163900
1126,10434,4,1005,1005,5,2,672,115000
1127,3684,7,1555,1555,7,3,660,174000
1128,14572,7,1530,1530,7,3,630,259000
1129,11796,7,847,1959,8,2,434,215000
1130,7200,5,936,936,4,2,672,140000
1131,7804,4,1328,1981,7,2,576,135000
1132,10712,5,974,974,5,0,0,93500
1133,9900,6,1178,2210,8,1,205,117500
1134,9828,8,1142,2020,8,2,466,239500
1135,8773,6,916,1600,7,2,460,169000
1136,6180,6,986,986,5,1,180,102000
1137,9600,6,1032,1252,6,1,288,119000
1138,6342,5,780,1020,6,0,0,94000
1139,9819,6,1567,1567,5,2,714,196000
1140,8731,5,1167,1167,6,2,495,144000
1141,7350,5,952,952,4,2,840,139000
1142,10304,5,1088,1868,9,2,484,197500
1143,9965,8,1466,2828,11,3,1052,424870
1144,9000,5,1006,1006,5,0,0,80000
1145,12180,4,672,924,5,1,280,80000
1146,6240,5,1042,1576,8,1,225,149000
1147,11200,6,1298,1298,5,2,403,180000
1148,12000,7,860,1564,7,1,234,174500
1149,5700,7,572,1111,5,1,288,116900
1150,9000,7,832,1482,7,2,324,143000
1151,8280,6,932,932,4,1,306,124000
1152,17755,5,1466,1466,6,2,528,149900
1153,14115,6,1811,1811,6,2,470,230000
1154,5890,6,816,816,5,1,432,120500
1155,13700,7,902,1820,8,2,492,201800
1156,10768,5,1437,1437,6,2,528,218000
1157,9350,5,1265,1265,6,2,502,179900
1158,5001,7,1314,1314,6,2,626,230000
1159,11932,8,1580,1580,7,3,830,235128
1160,9120,6,943,1876,8,2,540,185000
1161,2280,6,855,1456,7,2,440,146000
1162,14778,6,1640,1640,7,2,924,224000
1163,8724,5,894,894,5,2,450,129000
1164,12900,4,1258,1258,6,2,400,108959
1165,16157,5,1432,1432,5,2,588,194000
1166,9541,7,1502,1502,7,2,644,233170
1167,10475,8,1694,1694,7,3,776,245350
1168,10852,6,959,1671,7,2,472,173000
1169,13728,6,1236,2108,7,2,540,235000
1170,35760,10,1831,3627,10,3,807,625000
1171,9880,6,1118,1118,6,1,358,171000
1172,9120,6,1261,1261,6,2,433,163000
1173,4017,7,625,1250,5,2,625,171900
1174,18030,5,1636,3086,12,0,0,200500
1175,16560,6,1170,2345,9,2,360,239000
1176,10678,8,2129,2872,9,2,541,285000
1177,6951,5,923,923,5,1,264,119500
1178,3950,6,818,1224,5,1,210,115000
1179,7681,5,820,1343,7,1,186,154900
1180,8335,5,1124,1124,5,0,0,93000
1181,11170,7,1298,2514,8,2,693,250000
1182,5587,8,1652,1652,5,2,482,392500
1183,15623,10,2411,4476,10,3,813,745000
1184,10800,5,1130,1130,5,2,720,120000
1185,35133,5,1572,1572,5,3,995,186700
1186,9738,5,949,1221,7,1,392,104900
1187,10615,3,1014,1699,7,2,420,95000
1188,12461,8,1624,1624,5,3,757,262000
1189,8935,7,831,1660,7,2,493,195000
1190,7500,7,1028,1804,7,2,442,189000
1191,32463,4,1622,1622,7,4,1356,168000
1192,2645,8,764,1441,5,2,492,174000
1193,9600,5,842,1472,6,1,250,125000
1194,4500,6,1224,1224,5,2,402,165000
1195,9364,6,663,1352,7,1,299,158000
1196,8029,6,728,1456,8,2,400,176000
1197,14054,7,879,1863,9,3,660,219210
1198,8850,7,815,1690,7,1,225,144000
1199,9100,7,1212,1212,6,2,573,178000
1200,11235,4,1382,1382,6,2,459,148000
1201,9353,4,864,864,5,1,280,116050
1202,10400,7,866,1779,6,2,546,197900
1203,6000,5,884,1348,5,1,216,117000
1204,9750,7,1630,1630,6,2,451,213000
1205,10140,5,1074,1074,6,2,495,153500
1206,14684,7,2196,2196,7,3,701,271900
1207,8900,4,1056,1056,5,1,384,107000
1208,9135,6,1700,1700,7,2,544,200000
1209,7763,5,1283,1283,6,2,506,140000
1210,10182,8,1660,1660,8,2,500,290000
1211,11218,6,1055,1845,8,2,462,189000
1212,12134,8,1080,1752,8,2,492,164000
1213,9340,4,672,672,4,1,234,113000
1214,10246,4,960,960,3,1,364,145000
1215,10205,5,999,999,6,1,300,134500
1216,7094,5,894,894,5,1,384,125000
1217,8930,6,1318,1902,8,2,539,112000
1218,8640,8,1314,1314,6,2,552,229456
1219,6240,4,672,912,3,0,0,80500
1220,1680,6,672,1218,7,0,0,91500
1221,7800,5,912,912,5,1,288,115000
1222,8250,5,1211,1211,5,1,322,134000
1223,10496,6,1168,1846,7,1,315,143000
1224,10680,5,2136,2136,7,2,528,137900
1225,15384,7,788,1490,8,2,388,184000
1226,10482,6,1138,1138,6,1,264,145000
1227,14598,6,894,1933,9,3,668,214000
1228,8872,5,912,912,5,2,576,147000
1229,8769,9,1702,1702,7,3,1052,367294
1230,7910,5,1507,1507,7,1,404,127000
1231,18890,5,1361,2620,12,2,600,190000
1232,7728,5,1190,1190,6,2,540,132500
1233,9842,4,1224,1224,6,2,462,101800
1234,12160,5,1188,1188,6,2,531,142000
1235,8525,5,1024,1964,7,0,0,130000
1236,13132,5,892,1784,9,1,180,138887
1237,2628,7,764,1626,6,2,474,175500
1238,12393,7,847,1948,8,2,434,195000
1239,13072,6,1141,1141,6,2,484,142500
1240,9037,8,1484,1484,6,2,472,265900
1241,8158,7,884,1768,8,2,543,224900
1242,9849,7,1689,1689,7,3,954,248328
1243,10625,7,1173,1173,6,2,528,170000
1244,13891,10,2076,2076,7,3,850,465000
1245,11435,8,792,1517,7,2,400,230000
1246,12090,6,1140,1868,7,2,477,178000
1247,8125,7,756,1553,6,2,615,186500
1248,12328,6,1034,1034,6,3,888,169900
1249,9600,6,1134,2058,8,2,396,129500
1250,7200,5,988,988,6,1,276,119000
1251,11160,7,2110,2110,8,2,522,244000
1252,3136,7,1405,1405,6,2,478,171750
1253,9858,5,874,874,5,1,288,130000
1254,17542,7,1516,2167,9,2,518,294000
1255,6931,7,760,1656,7,2,397,165400
1256,6240,6,959,1367,6,1,560,127500
1257,14303,8,1987,1987,7,2,691,301500
1258,4060,5,864,864,4,0,0,99900
1259,9587,7,1166,1166,5,2,400,190000
1260,9750,6,1054,1054,6,2,460,151000
1261,24682,6,892,1675,7,2,502,181000
1262,9600,5,1050,1050,5,1,338,128900
1263,11250,4,1104,1788,8,1,304,161500
1264,13515,6,1060,1824,8,2,520,180500
1265,4060,6,1337,1337,5,2,511,181000
1266,3735,7,713,1452,6,2,506,183900
1267,10120,7,964,1889,9,1,308,122000
1268,13214,9,2018,2018,10,3,746,378500
1269,14100,8,1968,3447,11,3,1014,381000
1270,11344,5,874,1524,7,1,315,144000
1271,23595,7,1332,1524,4,2,586,260000
1272,9156,6,1489,1489,7,2,462,185750
1273,13526,5,935,935,5,1,288,137000
1274,11512,6,1357,1357,5,1,312,177000
1275,5362,5,661,1250,8,2,552,139000
1276,11345,5,928,1920,10,2,400,137000
1277,12936,6,735,1395,6,2,497,162000
1278,17871,6,1724,1724,7,2,480,197900
1279,9473,8,1128,2031,7,2,577,237000
1280,7500,4,698,1128,6,2,528,68400
1281,9808,7,1573,1573,6,2,544,227000
1282,8049,7,1339,1339,6,2,484,180000
1283,8800,5,1040,1040,5,2,484,150500
